PYTHON-1010,anna.herlihy@10gen.com,In Progress,2015-11-10 19:01:18.000000,2015-11-18 03:45:27+00
PYTHON-1010,anna.herlihy@10gen.com,In Code Review,2015-11-10 19:37:37.000000,2015-11-13 16:00:05+00
PYTHON-1010,anna.herlihy@10gen.com,In Code Review,2015-11-10 19:37:37.000000,2015-11-18 03:45:27+00
PYTHON-1010,anna.herlihy@10gen.com,Resolved,2015-11-13 16:00:05.000000,2015-11-18 03:45:27+00
PYTHON-1010,behackett,Closed,2015-11-18 03:45:27.000000,2024-06-15 19:25:39.614796+00
PYTHON-1011,behackett,In Progress,2015-11-13 16:11:29.000000,2015-11-16 23:14:05+00
PYTHON-1011,behackett,In Progress,2015-11-13 16:11:29.000000,2015-11-18 03:46:36+00
PYTHON-1011,behackett,In Progress,2015-11-13 16:11:29.000000,2015-11-17 00:24:49+00
PYTHON-1011,behackett,In Code Review,2015-11-16 23:14:05.000000,2015-11-17 00:24:49+00
PYTHON-1011,behackett,In Code Review,2015-11-16 23:14:05.000000,2015-11-18 03:46:36+00
PYTHON-1011,behackett,Resolved,2015-11-17 00:24:49.000000,2015-11-18 03:46:36+00
PYTHON-1011,behackett,Closed,2015-11-18 03:46:36.000000,2024-06-15 19:25:39.614796+00
PYTHON-1012,behackett,Closed,2015-12-09 20:09:09.000000,2024-06-15 19:25:39.614796+00
PYTHON-1013,luke.lovett,In Progress,2015-11-17 00:14:19.000000,2015-11-17 19:12:26+00
PYTHON-1013,luke.lovett,In Progress,2015-11-17 00:14:19.000000,2015-11-17 00:56:26+00
PYTHON-1013,luke.lovett,In Progress,2015-11-17 00:14:19.000000,2015-11-17 19:38:45+00
PYTHON-1013,luke.lovett,In Progress,2015-11-17 00:14:19.000000,2015-11-18 03:45:27+00
PYTHON-1013,luke.lovett,In Code Review,2015-11-17 00:56:26.000000,2015-11-17 19:38:45+00
PYTHON-1013,luke.lovett,In Code Review,2015-11-17 00:56:26.000000,2015-11-17 19:12:14+00
PYTHON-1013,luke.lovett,In Code Review,2015-11-17 00:56:26.000000,2015-11-18 03:45:27+00
PYTHON-1013,luke.lovett,In Progress,2015-11-17 19:12:14.000000,2015-11-17 19:12:26+00
PYTHON-1013,luke.lovett,In Progress,2015-11-17 19:12:14.000000,2015-11-17 19:38:45+00
PYTHON-1013,luke.lovett,In Progress,2015-11-17 19:12:14.000000,2015-11-18 03:45:27+00
PYTHON-1013,luke.lovett,In Code Review,2015-11-17 19:12:26.000000,2015-11-17 19:38:45+00
PYTHON-1013,luke.lovett,In Code Review,2015-11-17 19:12:26.000000,2015-11-18 03:45:27+00
PYTHON-1013,luke.lovett,Resolved,2015-11-17 19:38:45.000000,2015-11-18 03:45:27+00
PYTHON-1013,behackett,Closed,2015-11-18 03:45:27.000000,2024-06-15 19:25:39.614796+00
PYTHON-1014,anna.herlihy@10gen.com,In Progress,2015-11-18 19:23:57.000000,2015-12-08 01:02:08+00
PYTHON-1014,anna.herlihy@10gen.com,In Progress,2015-11-18 19:23:57.000000,2015-11-18 19:27:20+00
PYTHON-1014,anna.herlihy@10gen.com,In Progress,2015-11-18 19:23:57.000000,2015-11-18 19:51:43+00
PYTHON-1014,anna.herlihy@10gen.com,In Code Review,2015-11-18 19:27:20.000000,2015-11-18 19:51:43+00
PYTHON-1014,anna.herlihy@10gen.com,In Code Review,2015-11-18 19:27:20.000000,2015-12-08 01:02:08+00
PYTHON-1014,anna.herlihy@10gen.com,Resolved,2015-11-18 19:51:43.000000,2015-12-08 01:02:08+00
PYTHON-1014,behackett,Closed,2015-12-08 01:02:08.000000,2024-06-15 19:25:39.614796+00
PYTHON-1015,behackett,Closed,2015-11-26 18:05:36.000000,2024-06-15 19:25:39.614796+00
PYTHON-1016,anna.herlihy@10gen.com,In Progress,2015-12-03 18:50:33.000000,2016-02-09 16:37:50+00
PYTHON-1016,anna.herlihy@10gen.com,Closed,2016-02-09 16:37:50.000000,2024-06-15 19:25:39.614796+00
PYTHON-1017,behackett,Closed,2015-12-03 17:09:24.000000,2024-06-15 19:25:39.614796+00
PYTHON-1018,behackett,Closed,2015-12-09 20:06:42.000000,2024-06-15 19:25:39.614796+00
PYTHON-1019,behackett,In Progress,2015-12-05 00:50:59.000000,2015-12-07 23:09:19+00
PYTHON-1019,behackett,In Progress,2015-12-05 00:50:59.000000,2015-12-05 00:51:05+00
PYTHON-1019,behackett,In Progress,2015-12-05 00:50:59.000000,2015-12-08 01:02:07+00
PYTHON-1019,behackett,In Code Review,2015-12-05 00:51:05.000000,2015-12-07 23:09:19+00
PYTHON-1019,behackett,In Code Review,2015-12-05 00:51:05.000000,2015-12-08 01:02:07+00
PYTHON-1019,behackett,Resolved,2015-12-07 23:09:19.000000,2015-12-08 01:02:07+00
PYTHON-1019,behackett,Closed,2015-12-08 01:02:07.000000,2024-06-15 19:25:39.614796+00
PYTHON-102,mike,Closed,2010-02-16 10:24:07.000000,2024-06-15 19:25:39.614796+00
PYTHON-1020,luke.lovett,In Progress,2015-12-07 19:48:42.000000,2015-12-07 21:38:58+00
PYTHON-1020,luke.lovett,In Progress,2015-12-07 19:48:42.000000,2015-12-07 21:37:45+00
PYTHON-1020,luke.lovett,Open,2015-12-07 21:37:45.000000,2015-12-07 21:38:58+00
PYTHON-1020,luke.lovett,Closed,2015-12-07 21:38:58.000000,2024-06-15 19:25:39.614796+00
PYTHON-1021,behackett,In Progress,2015-12-15 18:52:22.000000,2015-12-15 20:48:48+00
PYTHON-1021,behackett,In Progress,2015-12-15 18:52:22.000000,2016-02-03 00:00:39+00
PYTHON-1021,behackett,In Progress,2015-12-15 18:52:22.000000,2015-12-15 23:45:26+00
PYTHON-1021,behackett,In Code Review,2015-12-15 20:48:48.000000,2016-02-03 00:00:39+00
PYTHON-1021,behackett,In Code Review,2015-12-15 20:48:48.000000,2015-12-15 23:45:26+00
PYTHON-1021,behackett,Resolved,2015-12-15 23:45:26.000000,2016-02-03 00:00:39+00
PYTHON-1021,luke.lovett,Closed,2016-02-03 00:00:39.000000,2024-06-15 19:25:39.614796+00
PYTHON-1022,behackett,In Progress,2016-06-14 22:58:59.000000,2016-07-13 22:53:57+00
PYTHON-1022,behackett,In Progress,2016-06-14 22:58:59.000000,2016-06-14 23:52:53+00
PYTHON-1022,behackett,In Progress,2016-06-14 22:58:59.000000,2016-06-15 17:14:44+00
PYTHON-1022,behackett,In Code Review,2016-06-14 23:52:53.000000,2016-06-15 17:14:44+00
PYTHON-1022,behackett,In Code Review,2016-06-14 23:52:53.000000,2016-07-13 22:53:57+00
PYTHON-1022,behackett,Resolved,2016-06-15 17:14:44.000000,2016-07-13 22:53:57+00
PYTHON-1022,behackett,Closed,2016-07-13 22:53:57.000000,2024-06-15 19:25:39.614796+00
PYTHON-1023,behackett,In Progress,2016-06-15 00:20:14.000000,2016-06-15 17:58:10+00
PYTHON-1023,behackett,In Progress,2016-06-15 00:20:14.000000,2016-07-13 22:53:56+00
PYTHON-1023,behackett,Resolved,2016-06-15 17:58:10.000000,2016-07-13 22:53:56+00
PYTHON-1023,behackett,Closed,2016-07-13 22:53:56.000000,2024-06-15 19:25:39.614796+00
PYTHON-1024,behackett,Closed,2015-12-08 20:04:46.000000,2024-06-15 19:25:39.614796+00
PYTHON-1025,behackett,In Progress,2016-04-15 17:44:56.000000,2016-07-01 23:58:19+00
PYTHON-1025,behackett,In Progress,2016-04-15 17:44:56.000000,2016-05-06 22:17:06+00
PYTHON-1025,behackett,In Progress,2016-04-15 17:44:56.000000,2016-07-13 22:53:57+00
PYTHON-1025,behackett,In Progress,2016-04-15 17:44:56.000000,2016-06-24 23:56:26+00
PYTHON-1025,behackett,Open,2016-05-06 22:17:06.000000,2016-07-13 22:53:57+00
PYTHON-1025,behackett,Open,2016-05-06 22:17:06.000000,2016-07-01 23:58:19+00
PYTHON-1025,behackett,Open,2016-05-06 22:17:06.000000,2016-06-24 23:56:26+00
PYTHON-1025,behackett,Open,2016-05-06 22:17:06.000000,2016-06-18 02:10:38+00
PYTHON-1025,behackett,In Progress,2016-06-18 02:10:38.000000,2016-07-13 22:53:57+00
PYTHON-1025,behackett,In Progress,2016-06-18 02:10:38.000000,2016-07-01 23:58:19+00
PYTHON-1025,behackett,In Progress,2016-06-18 02:10:38.000000,2016-06-24 23:56:26+00
PYTHON-1025,behackett,In Code Review,2016-06-24 23:56:26.000000,2016-07-01 23:58:19+00
PYTHON-1025,behackett,In Code Review,2016-06-24 23:56:26.000000,2016-07-13 22:53:57+00
PYTHON-1025,behackett,Resolved,2016-07-01 23:58:19.000000,2016-07-13 22:53:57+00
PYTHON-1025,behackett,Closed,2016-07-13 22:53:57.000000,2024-06-15 19:25:39.614796+00
PYTHON-1026,behackett,In Progress,2016-09-20 00:46:52.000000,2016-11-15 23:26:30+00
PYTHON-1026,behackett,In Progress,2016-09-20 00:46:52.000000,2016-09-21 04:41:00+00
PYTHON-1026,behackett,In Progress,2016-09-20 00:46:52.000000,2016-10-27 00:59:21+00
PYTHON-1026,behackett,In Progress,2016-09-20 00:46:52.000000,2016-11-15 21:23:07+00
PYTHON-1026,behackett,In Code Review,2016-09-21 04:41:00.000000,2016-11-15 23:26:30+00
PYTHON-1026,behackett,In Code Review,2016-09-21 04:41:00.000000,2016-09-21 18:17:57+00
PYTHON-1026,behackett,In Code Review,2016-09-21 04:41:00.000000,2016-10-27 23:17:19+00
PYTHON-1026,behackett,In Progress,2016-09-21 18:17:57.000000,2016-10-27 00:59:21+00
PYTHON-1026,behackett,In Progress,2016-09-21 18:17:57.000000,2016-11-15 21:23:07+00
PYTHON-1026,behackett,In Progress,2016-09-21 18:17:57.000000,2016-11-15 23:26:30+00
PYTHON-1026,behackett,In Code Review,2016-10-27 00:59:21.000000,2016-10-27 23:17:19+00
PYTHON-1026,behackett,In Code Review,2016-10-27 00:59:21.000000,2016-11-15 23:26:30+00
PYTHON-1026,behackett,In Progress,2016-10-27 23:17:19.000000,2016-11-15 21:23:07+00
PYTHON-1026,behackett,In Progress,2016-10-27 23:17:19.000000,2016-11-15 23:26:30+00
PYTHON-1026,behackett,In Code Review,2016-11-15 21:23:07.000000,2016-11-15 23:26:30+00
PYTHON-1026,behackett,Closed,2016-11-15 23:26:30.000000,2024-06-15 19:25:39.614796+00
PYTHON-1027,behackett,In Progress,2015-12-15 23:46:23.000000,2015-12-15 23:46:30+00
PYTHON-1027,behackett,In Progress,2015-12-15 23:46:23.000000,2016-02-03 00:02:00+00
PYTHON-1027,behackett,Resolved,2015-12-15 23:46:30.000000,2016-02-03 00:02:00+00
PYTHON-1027,luke.lovett,Closed,2016-02-03 00:02:00.000000,2024-06-15 19:25:39.614796+00
PYTHON-1029,behackett,In Progress,2015-12-15 23:46:55.000000,2016-01-09 00:28:58+00
PYTHON-1029,behackett,In Progress,2015-12-15 23:46:55.000000,2016-02-03 00:00:38+00
PYTHON-1029,behackett,In Progress,2015-12-15 23:46:55.000000,2015-12-16 00:22:45+00
PYTHON-1029,behackett,In Code Review,2015-12-16 00:22:45.000000,2016-01-09 00:28:58+00
PYTHON-1029,behackett,In Code Review,2015-12-16 00:22:45.000000,2016-02-03 00:00:38+00
PYTHON-1029,behackett,Resolved,2016-01-09 00:28:58.000000,2016-02-03 00:00:38+00
PYTHON-1029,luke.lovett,Closed,2016-02-03 00:00:38.000000,2024-06-15 19:25:39.614796+00
PYTHON-103,mike,Closed,2010-04-05 17:37:34.000000,2024-06-15 19:25:39.614796+00
PYTHON-1031,anna.herlihy@10gen.com,In Progress,2015-12-15 19:20:51.000000,2016-02-03 00:00:39+00
PYTHON-1031,anna.herlihy@10gen.com,In Progress,2015-12-15 19:20:51.000000,2015-12-15 20:07:47+00
PYTHON-1031,anna.herlihy@10gen.com,In Progress,2015-12-15 19:20:51.000000,2015-12-15 20:28:52+00
PYTHON-1031,anna.herlihy@10gen.com,In Code Review,2015-12-15 20:07:47.000000,2016-02-03 00:00:39+00
PYTHON-1031,anna.herlihy@10gen.com,In Code Review,2015-12-15 20:07:47.000000,2015-12-15 20:28:52+00
PYTHON-1031,anna.herlihy@10gen.com,Resolved,2015-12-15 20:28:52.000000,2016-02-03 00:00:39+00
PYTHON-1031,luke.lovett,Closed,2016-02-03 00:00:39.000000,2024-06-15 19:25:39.614796+00
PYTHON-1033,behackett,In Progress,2015-12-18 16:29:56.000000,2016-05-18 21:43:59+00
PYTHON-1033,behackett,In Progress,2015-12-18 16:29:56.000000,2016-07-13 22:53:55+00
PYTHON-1033,behackett,In Progress,2015-12-18 16:29:56.000000,2016-05-20 00:19:01+00
PYTHON-1033,behackett,In Progress,2015-12-18 16:29:56.000000,2016-02-03 00:03:37+00
PYTHON-1033,behackett,Open,2016-02-03 00:03:37.000000,2016-05-20 00:19:01+00
PYTHON-1033,behackett,Open,2016-02-03 00:03:37.000000,2016-07-13 22:53:55+00
PYTHON-1033,behackett,Open,2016-02-03 00:03:37.000000,2016-05-18 21:14:21+00
PYTHON-1033,behackett,Open,2016-02-03 00:03:37.000000,2016-05-18 21:43:59+00
PYTHON-1033,behackett,In Progress,2016-05-18 21:14:21.000000,2016-05-18 21:43:59+00
PYTHON-1033,behackett,In Progress,2016-05-18 21:14:21.000000,2016-07-13 22:53:55+00
PYTHON-1033,behackett,In Progress,2016-05-18 21:14:21.000000,2016-05-20 00:19:01+00
PYTHON-1033,behackett,In Code Review,2016-05-18 21:43:59.000000,2016-05-20 00:19:01+00
PYTHON-1033,behackett,In Code Review,2016-05-18 21:43:59.000000,2016-07-13 22:53:55+00
PYTHON-1033,behackett,Resolved,2016-05-20 00:19:01.000000,2016-07-13 22:53:55+00
PYTHON-1033,behackett,Closed,2016-07-13 22:53:55.000000,2024-06-15 19:25:39.614796+00
PYTHON-1034,behackett,In Progress,2015-12-18 16:29:48.000000,2016-07-13 22:53:58+00
PYTHON-1034,behackett,In Progress,2015-12-18 16:29:48.000000,2016-05-20 00:19:25+00
PYTHON-1034,behackett,In Progress,2015-12-18 16:29:48.000000,2016-05-18 21:44:14+00
PYTHON-1034,behackett,In Progress,2015-12-18 16:29:48.000000,2016-02-03 00:03:12+00
PYTHON-1034,behackett,Open,2016-02-03 00:03:12.000000,2016-05-18 21:44:14+00
PYTHON-1034,behackett,Open,2016-02-03 00:03:12.000000,2016-07-13 22:53:58+00
PYTHON-1034,behackett,Open,2016-02-03 00:03:12.000000,2016-05-20 00:19:25+00
PYTHON-1034,behackett,Open,2016-02-03 00:03:12.000000,2016-05-18 21:14:33+00
PYTHON-1034,behackett,In Progress,2016-05-18 21:14:33.000000,2016-05-20 00:19:25+00
PYTHON-1034,behackett,In Progress,2016-05-18 21:14:33.000000,2016-05-18 21:44:14+00
PYTHON-1034,behackett,In Progress,2016-05-18 21:14:33.000000,2016-07-13 22:53:58+00
PYTHON-1034,behackett,In Code Review,2016-05-18 21:44:14.000000,2016-07-13 22:53:58+00
PYTHON-1034,behackett,In Code Review,2016-05-18 21:44:14.000000,2016-05-20 00:19:25+00
PYTHON-1034,behackett,Resolved,2016-05-20 00:19:25.000000,2016-07-13 22:53:58+00
PYTHON-1034,behackett,Closed,2016-07-13 22:53:58.000000,2024-06-15 19:25:39.614796+00
PYTHON-1036,jesse,In Progress,2015-12-22 18:21:15.000000,2016-01-06 13:46:43+00
PYTHON-1036,jesse,In Progress,2015-12-22 18:21:15.000000,2015-12-22 18:26:08+00
PYTHON-1036,jesse,In Progress,2015-12-22 18:21:15.000000,2016-02-03 00:00:39+00
PYTHON-1036,jesse,In Code Review,2015-12-22 18:26:08.000000,2016-02-03 00:00:39+00
PYTHON-1036,jesse,In Code Review,2015-12-22 18:26:08.000000,2016-01-06 13:46:43+00
PYTHON-1036,jesse,Resolved,2016-01-06 13:46:43.000000,2016-02-03 00:00:39+00
PYTHON-1036,luke.lovett,Closed,2016-02-03 00:00:39.000000,2024-06-15 19:25:39.614796+00
PYTHON-1037,behackett,Closed,2015-12-25 08:48:37.000000,2024-06-15 19:25:39.614796+00
PYTHON-1038,behackett,Closed,2015-12-27 05:32:21.000000,2024-06-15 19:25:39.614796+00
PYTHON-1039,behackett,In Progress,2016-05-20 20:28:56.000000,2016-07-12 00:01:18+00
PYTHON-1039,behackett,In Progress,2016-05-20 20:28:56.000000,2016-05-27 23:12:32+00
PYTHON-1039,behackett,In Progress,2016-05-20 20:28:56.000000,2016-05-20 21:05:08+00
PYTHON-1039,behackett,In Progress,2016-05-20 20:28:56.000000,2016-10-19 22:14:20+00
PYTHON-1039,behackett,In Progress,2016-05-20 20:28:56.000000,2016-10-19 14:22:06+00
PYTHON-1039,behackett,In Progress,2016-05-20 20:28:56.000000,2016-07-27 20:21:17+00
PYTHON-1039,behackett,In Progress,2016-05-20 20:28:56.000000,2016-07-22 18:32:43+00
PYTHON-1039,behackett,In Code Review,2016-05-20 21:05:08.000000,2016-10-19 14:22:06+00
PYTHON-1039,behackett,In Code Review,2016-05-20 21:05:08.000000,2016-05-27 23:10:51+00
PYTHON-1039,behackett,In Code Review,2016-05-20 21:05:08.000000,2016-05-27 23:12:32+00
PYTHON-1039,behackett,In Code Review,2016-05-20 21:05:08.000000,2016-07-12 00:01:18+00
PYTHON-1039,behackett,In Code Review,2016-05-20 21:05:08.000000,2016-07-22 18:32:36+00
PYTHON-1039,behackett,In Code Review,2016-05-20 21:05:08.000000,2016-07-27 20:21:17+00
PYTHON-1039,behackett,In Code Review,2016-05-20 21:05:08.000000,2016-10-19 22:14:20+00
PYTHON-1039,behackett,In Progress,2016-05-27 23:10:51.000000,2016-05-27 23:12:32+00
PYTHON-1039,behackett,In Progress,2016-05-27 23:10:51.000000,2016-07-27 20:21:17+00
PYTHON-1039,behackett,In Progress,2016-05-27 23:10:51.000000,2016-07-22 18:32:43+00
PYTHON-1039,behackett,In Progress,2016-05-27 23:10:51.000000,2016-10-19 22:14:20+00
PYTHON-1039,behackett,In Progress,2016-05-27 23:10:51.000000,2016-10-19 14:22:06+00
PYTHON-1039,behackett,In Progress,2016-05-27 23:10:51.000000,2016-07-12 00:01:18+00
PYTHON-1039,behackett,Resolved,2016-05-27 23:12:32.000000,2016-10-19 22:14:20+00
PYTHON-1039,behackett,Resolved,2016-05-27 23:12:32.000000,2016-07-22 18:32:36+00
PYTHON-1039,behackett,Resolved,2016-05-27 23:12:32.000000,2016-07-22 18:32:43+00
PYTHON-1039,behackett,Resolved,2016-05-27 23:12:32.000000,2016-07-12 00:01:18+00
PYTHON-1039,behackett,Resolved,2016-05-27 23:12:32.000000,2016-10-19 14:22:06+00
PYTHON-1039,behackett,Reopened,2016-07-12 00:01:18.000000,2016-07-27 20:21:17+00
PYTHON-1039,behackett,Reopened,2016-07-12 00:01:18.000000,2016-10-19 14:22:06+00
PYTHON-1039,behackett,Reopened,2016-07-12 00:01:18.000000,2016-10-19 22:14:20+00
PYTHON-1039,behackett,Reopened,2016-07-12 00:01:18.000000,2016-07-22 18:32:36+00
PYTHON-1039,behackett,Reopened,2016-07-12 00:01:18.000000,2016-07-22 18:32:43+00
PYTHON-1039,shane.harvey,In Progress,2016-07-22 18:32:36.000000,2016-07-22 18:32:43+00
PYTHON-1039,shane.harvey,In Progress,2016-07-22 18:32:36.000000,2016-10-19 14:22:06+00
PYTHON-1039,shane.harvey,In Progress,2016-07-22 18:32:36.000000,2016-10-19 22:14:20+00
PYTHON-1039,shane.harvey,In Progress,2016-07-22 18:32:36.000000,2016-07-27 20:21:17+00
PYTHON-1039,shane.harvey,In Code Review,2016-07-22 18:32:43.000000,2016-10-19 14:22:06+00
PYTHON-1039,shane.harvey,In Code Review,2016-07-22 18:32:43.000000,2016-10-19 22:14:20+00
PYTHON-1039,shane.harvey,In Code Review,2016-07-22 18:32:43.000000,2016-07-27 20:21:17+00
PYTHON-1039,shane.harvey,Resolved,2016-07-27 20:21:17.000000,2016-10-19 22:14:20+00
PYTHON-1039,shane.harvey,Resolved,2016-07-27 20:21:17.000000,2016-10-19 14:22:06+00
PYTHON-1039,rathi.gnanasekaran,Needs Triage,2016-10-19 14:22:06.000000,2016-10-19 22:14:20+00
PYTHON-1039,behackett,Closed,2016-10-19 22:14:20.000000,2024-06-15 19:25:39.614796+00
PYTHON-1040,behackett,In Progress,2016-01-15 00:50:26.000000,2016-02-03 00:02:00+00
PYTHON-1040,behackett,In Progress,2016-01-15 00:50:26.000000,2016-01-15 01:34:13+00
PYTHON-1040,behackett,In Progress,2016-01-15 00:50:26.000000,2016-01-15 21:42:17+00
PYTHON-1040,behackett,In Code Review,2016-01-15 01:34:13.000000,2016-01-15 21:42:17+00
PYTHON-1040,behackett,In Code Review,2016-01-15 01:34:13.000000,2016-02-03 00:02:00+00
PYTHON-1040,behackett,Resolved,2016-01-15 21:42:17.000000,2016-02-03 00:02:00+00
PYTHON-1040,luke.lovett,Closed,2016-02-03 00:02:00.000000,2024-06-15 19:25:39.614796+00
PYTHON-1041,behackett,In Progress,2016-01-13 18:13:09.000000,2016-02-03 00:00:38+00
PYTHON-1041,behackett,In Progress,2016-01-13 18:13:09.000000,2016-01-15 21:42:03+00
PYTHON-1041,behackett,In Progress,2016-01-13 18:13:09.000000,2016-01-13 20:54:36+00
PYTHON-1041,behackett,In Code Review,2016-01-13 20:54:36.000000,2016-01-15 21:42:03+00
PYTHON-1041,behackett,In Code Review,2016-01-13 20:54:36.000000,2016-02-03 00:00:38+00
PYTHON-1041,behackett,Resolved,2016-01-15 21:42:03.000000,2016-02-03 00:00:38+00
PYTHON-1041,luke.lovett,Closed,2016-02-03 00:00:38.000000,2024-06-15 19:25:39.614796+00
PYTHON-1042,behackett,In Progress,2016-05-24 01:56:57.000000,2016-05-24 21:25:13+00
PYTHON-1042,behackett,In Progress,2016-05-24 01:56:57.000000,2016-07-13 22:53:58+00
PYTHON-1042,behackett,In Progress,2016-05-24 01:56:57.000000,2016-05-26 22:01:53+00
PYTHON-1042,behackett,In Code Review,2016-05-24 21:25:13.000000,2016-07-13 22:53:58+00
PYTHON-1042,behackett,In Code Review,2016-05-24 21:25:13.000000,2016-05-26 22:01:53+00
PYTHON-1042,behackett,Resolved,2016-05-26 22:01:53.000000,2016-07-13 22:53:58+00
PYTHON-1042,behackett,Closed,2016-07-13 22:53:58.000000,2024-06-15 19:25:39.614796+00
PYTHON-1043,behackett,Closed,2016-01-15 21:16:10.000000,2024-06-15 19:25:39.614796+00
PYTHON-1044,behackett,In Progress,2016-01-16 00:34:15.000000,2016-01-29 02:03:16+00
PYTHON-1044,behackett,In Progress,2016-01-16 00:34:15.000000,2016-02-03 00:00:39+00
PYTHON-1044,behackett,In Progress,2016-01-16 00:34:15.000000,2016-01-27 01:54:14+00
PYTHON-1044,behackett,In Progress,2016-01-16 00:34:15.000000,2016-01-29 21:40:57+00
PYTHON-1044,behackett,In Code Review,2016-01-27 01:54:14.000000,2016-01-28 19:24:23+00
PYTHON-1044,behackett,In Code Review,2016-01-27 01:54:14.000000,2016-01-29 21:40:57+00
PYTHON-1044,behackett,In Code Review,2016-01-27 01:54:14.000000,2016-02-03 00:00:39+00
PYTHON-1044,behackett,In Progress,2016-01-28 19:24:23.000000,2016-01-29 02:03:16+00
PYTHON-1044,behackett,In Progress,2016-01-28 19:24:23.000000,2016-01-29 21:40:57+00
PYTHON-1044,behackett,In Progress,2016-01-28 19:24:23.000000,2016-02-03 00:00:39+00
PYTHON-1044,behackett,In Code Review,2016-01-29 02:03:16.000000,2016-01-29 21:40:57+00
PYTHON-1044,behackett,In Code Review,2016-01-29 02:03:16.000000,2016-02-03 00:00:39+00
PYTHON-1044,behackett,Resolved,2016-01-29 21:40:57.000000,2016-02-03 00:00:39+00
PYTHON-1044,luke.lovett,Closed,2016-02-03 00:00:39.000000,2024-06-15 19:25:39.614796+00
PYTHON-1045,behackett,Closed,2016-01-19 18:08:28.000000,2024-06-15 19:25:39.614796+00
PYTHON-1047,luke.lovett,In Progress,2016-01-29 01:40:37.000000,2016-02-03 00:00:39+00
PYTHON-1047,luke.lovett,In Progress,2016-01-29 01:40:37.000000,2016-01-29 01:40:43+00
PYTHON-1047,luke.lovett,In Progress,2016-01-29 01:40:37.000000,2016-01-29 18:41:42+00
PYTHON-1047,luke.lovett,In Code Review,2016-01-29 01:40:43.000000,2016-02-03 00:00:39+00
PYTHON-1047,luke.lovett,In Code Review,2016-01-29 01:40:43.000000,2016-01-29 18:41:42+00
PYTHON-1047,luke.lovett,Resolved,2016-01-29 18:41:42.000000,2016-02-03 00:00:39+00
PYTHON-1047,luke.lovett,Closed,2016-02-03 00:00:39.000000,2024-06-15 19:25:39.614796+00
PYTHON-1048,behackett,In Progress,2016-01-29 21:42:54.000000,2016-01-29 22:15:45+00
PYTHON-1048,behackett,In Progress,2016-01-29 21:42:54.000000,2016-01-29 22:06:43+00
PYTHON-1048,behackett,In Progress,2016-01-29 21:42:54.000000,2016-02-03 00:02:01+00
PYTHON-1048,behackett,In Code Review,2016-01-29 22:06:43.000000,2016-02-03 00:02:01+00
PYTHON-1048,behackett,In Code Review,2016-01-29 22:06:43.000000,2016-01-29 22:15:45+00
PYTHON-1048,behackett,Resolved,2016-01-29 22:15:45.000000,2016-02-03 00:02:01+00
